atom_id,molecule_id,element,atype,charge
d129_10,d129,n,32,-0.392
d129_11,d129,n,36,-0.292
d129_12,d129,h,1,0.308
d129_13,d129,h,1,0.158
d129_14,d129,h,1,0.158
d129_15,d129,n,38,0.808
d129_16,d129,n,38,0.808
d129_17,d129,o,40,-0.392
d129_18,d129,o,40,-0.392
d129_19,d129,o,40,-0.392
d129_2,d129,c,22,-0.122
d129_20,d129,o,40,-0.392
d129_3,d129,c,22,-0.122
d129_4,d129,c,22,-0.122
d129_5,d129,c,22,0.208
d129_6,d129,c,22,-0.122
d129_7,d129,h,3,0.138
d129_8,d129,h,3,0.138
d129_9,d129,h,3,0.138
d12_1,d12,c,22,-0.111
d12_10,d12,c,27,0.019
d12_11,d12,c,22,-0.111
d12_12,d12,c,22,-0.111
d12_13,d12,h,3,0.15
d12_14,d12,h,3,0.15
d12_15,d12,c,22,-0.111
d12_16,d12,c,22,-0.111
d12_17,d12,c,27,0.019
d12_18,d12,h,3,0.149
d12_19,d12,h,3,0.149
d12_2,d12,c,22,-0.111
d12_20,d12,c,22,-0.111
d12_21,d12,c,22,-0.111
d12_22,d12,c,22,-0.111
d12_23,d12,h,3,0.15
d12_24,d12,h,3,0.149
d12_25,d12,n,38,0.82
d12_26,d12,o,40,-0.38
d12_27,d12,o,40,-0.38
d12_28,d12,n,32,-0.76
d12_29,d12,h,1,0.35
d12_3,d12,c,27,0.019
d12_30,d12,h,1,0.35
d12_4,d12,c,27,-0.081
d12_5,d12,c,27,0.019
d12_6,d12,c,22,-0.111
d12_7,d12,h,3,0.149
d12_8,d12,h,3,0.15
d12_9,d12,c,27,-0.081
d130_1,d130,c,22,-0.133
d130_10,d130,h,3,0.127
d130_11,d130,o,50,-0.234
d130_12,d130,c,10,0.087
d130_13,d130,h,3,0.047
d130_14,d130,h,3,0.047
d130_15,d130,h,3,0.047
d130_16,d130,n,38,0.796
d130_17,d130,o,40,-0.404
d130_18,d130,o,40,-0.404
d130_2,d130,c,22,-0.133
d130_3,d130,c,22,-0.133
d130_4,d130,c,22,-0.133
d130_5,d130,c,22,0.176
d130_6,d130,c,22,-0.134
d130_7,d130,h,3,0.127
d130_8,d130,h,3,0.127
d130_9,d130,h,3,0.127
d131_1,d131,c,22,-0.13
d131_10,d131,h,3,0.129
d131_11,d131,c,16,-0.2
d131_12,d131,c,16,0.099
d131_13,d131,h,3,0.099
d131_14,d131,o,50,-0.23
d131_15,d131,h,3,0.099
d131_16,d131,c,22,0.18
d131_17,d131,c,22,-0.131
d131_18,d131,c,22,-0.131
d131_19,d131,c,22,-0.131
d131_2,d131,c,22,-0.131
d131_20,d131,c,22,-0.13
d131_21,d131,c,22,-0.13
d131_22,d131,h,3,0.129
d131_23,d131,h,3,0.129
d131_24,d131,h,3,0.129
d131_25,d131,h,3,0.129
d131_26,d131,h,3,0.129
d131_27,d131,n,38,0.8
d131_28,d131,o,40,-0.4
d131_29,d131,o,40,-0.4
d131_3,d131,c,22,-0.131
d131_4,d131,c,22,-0.131
d131_5,d131,c,22,0.099
d131_6,d131,c,22,-0.131
d131_7,d131,h,3,0.129
d131_8,d131,h,3,0.129
d131_9,d131,h,3,0.129
d132_1,d132,c,22,-0.122
d132_10,d132,h,3,0.138
d132_11,d132,c,14,0.238
d132_12,d132,o,41,-0.421
d132_13,d132,h,3,0.208
d132_14,d132,n,38,0.809
d132_15,d132,o,40,-0.392
d132_16,d132,o,40,-0.392
d132_2,d132,c,22,-0.122
d132_3,d132,c,22,-0.122
d132_4,d132,c,22,-0.122
d132_5,d132,c,22,0.008
d132_6,d132,c,22,-0.122
d132_7,d132,h,3,0.138
d132_8,d132,h,3,0.138
d132_9,d132,h,3,0.138
d133_1,d133,c,22,-0.08
d133_10,d133,c,22,0.229
d133_11,d133,c,22,0.229
d133_12,d133,o,50,-0.18
d133_13,d133,c,22,-0.08
d133_14,d133,c,22,-0.08
d133_15,d133,c,22,-0.08
d133_16,d133,c,22,-0.08
d133_17,d133,h,3,0.18
d133_18,d133,n,38,0.849
d133_19,d133,c,93,-0.15
d133_2,d133,c,22,-0.08
d133_20,d133,c,93,-0.15
d133_21,d133,c,93,-0.15
d133_22,d133,c,93,-0.15
d133_23,d133,o,40,-0.351
d133_24,d133,o,40,-0.351
d133_3,d133,c,22,0.229
d133_4,d133,c,22,0.229
d133_5,d133,c,22,-0.08
d133_6,d133,c,22,-0.08
d133_7,d133,h,3,0.179
d133_8,d133,h,3,0.179
d133_9,d133,o,50,-0.181
d134_1,d134,c,22,-0.116
d134_10,d134,c,27,-0.086
d134_11,d134,c,27,0.014
d134_12,d134,c,22,-0.116
d134_13,d134,c,22,-0.116
d134_14,d134,c,22,-0.116
d134_15,d134,c,22,-0.116
d134_16,d134,c,22,-0.116
d134_17,d134,h,3,0.145
d134_18,d134,h,3,0.145
d134_19,d134,h,3,0.145
d134_2,d134,c,22,-0.116
d134_20,d134,h,3,0.145
d134_21,d134,h,3,0.145
d134_22,d134,h,3,0.145
d134_23,d134,h,3,0.064
d134_24,d134,h,3,0.064
d134_25,d134,h,3,0.064
d134_26,d134,h,3,0.064
d134_27,d134,n,38,0.815
d134_28,d134,n,38,0.815
d134_29,d134,o,40,-0.385
d134_3,d134,c,22,0.014
d134_30,d134,o,40,-0.385
d134_31,d134,o,40,-0.385
d134_32,d134,o,40,-0.385
d134_4,d134,c,195,-0.086
d134_5,d134,c,195,0.014
d134_6,d134,c,22,-0.116
d134_7,d134,c,10,-0.086
d134_8,d134,c,10,-0.086
d134_9,d134,c,22,0.014
d135_1,d135,c,22,-0.097
d135_10,d135,n,38,0.832
d135_11,d135,o,40,-0.367
d135_12,d135,o,40,-0.368
d135_13,d135,c,93,-0.167
d135_14,d135,f,92,-0.267
d135_2,d135,c,22,0.333
d135_3,d135,c,22,-0.097
d135_4,d135,c,22,-0.097
d135_5,d135,c,22,-0.097
d135_6,d135,c,22,-0.097
d135_7,d135,h,3,0.163
d135_8,d135,h,3,0.163
d135_9,d135,h,3,0.163
d136_1,d136,c,22,-0.119
d136_10,d136,c,22,-0.119
d136_11,d136,c,22,-0.119
d136_12,d136,c,27,0.011
d136_13,d136,c,27,-0.089
d136_14,d136,h,3,0.141
d136_15,d136,h,3,0.142
d136_16,d136,c,27,0.011
d136_17,d136,c,22,-0.119
d136_18,d136,c,22,-0.119
d136_19,d136,h,3,0.141
d136_2,d136,c,22,-0.119
d136_20,d136,h,3,0.142
d136_21,d136,c,22,-0.119
d136_22,d136,c,22,-0.119
d136_23,d136,c,22,0.262
d136_24,d136,h,3,0.142
d136_25,d136,o,45,-0.638
d136_26,d136,n,38,0.812
d136_27,d136,o,40,-0.388
d136_28,d136,o,40,-0.388
d136_29,d136,h,8,0.412
d136_3,d136,c,27,0.011
d136_4,d136,c,27,-0.089
d136_5,d136,c,27,0.011
d136_6,d136,c,22,-0.119
d136_7,d136,h,3,0.141
d136_8,d136,h,3,0.142
d136_9,d136,h,3,0.142
d137_1,d137,c,22,-0.118
d137_10,d137,c,22,-0.118
d137_11,d137,c,22,-0.118
d137_12,d137,c,22,-0.118
d137_13,d137,c,29,0.012
d137_14,d137,h,3,0.142
d137_15,d137,c,28,0.012
d137_16,d137,c,28,0.012
d137_17,d137,c,22,-0.118
d137_18,d137,c,22,-0.118
d137_19,d137,c,22,-0.118
d137_2,d137,c,22,-0.118
d137_20,d137,c,22,-0.118
d137_21,d137,h,3,0.142
d137_22,d137,h,3,0.142
d137_23,d137,h,3,0.142
d137_24,d137,h,3,0.142
d137_25,d137,n,38,0.812
d137_26,d137,n,38,0.812
d137_27,d137,o,40,-0.388
d137_28,d137,o,40,-0.388
d137_29,d137,o,40,-0.388
d137_3,d137,c,27,0.012
d137_30,d137,o,40,-0.388
d137_4,d137,c,27,-0.088
d137_5,d137,c,28,0.012
d137_6,d137,c,22,-0.118
d137_7,d137,h,3,0.142
d137_8,d137,h,3,0.142
d137_9,d137,h,3,0.142
d138_1,d138,c,22,-0.122
d138_10,d138,c,10,0.098
d138_11,d138,n,38,0.807
d138_12,d138,o,40,-0.393
d138_13,d138,o,40,-0.393
d138_14,d138,h,3,0.137
d138_15,d138,h,3,0.108
d138_16,d138,h,3,0.138
d138_17,d138,h,3,0.138
d138_18,d138,h,3,0.058
d138_19,d138,h,3,0.058
d138_2,d138,c,22,-0.122
d138_20,d138,h,3,0.058
d138_21,d138,h,1,0.307
d138_3,d138,c,26,0.307
d138_4,d138,c,26,0.108
d138_5,d138,c,22,-0.122
d138_6,d138,c,22,-0.122
d138_7,d138,n,34,-0.393
d138_8,d138,n,34,-0.533
d138_9,d138,c,21,-0.122
d139_1,d139,c,22,-0.106
d139_10,d139,n,32,-0.757
d139_11,d139,h,1,0.354
d139_12,d139,h,1,0.354
d139_13,d139,n,38,0.823
d139_14,d139,c,93,-0.176
d139_15,d139,o,40,-0.377
d139_16,d139,o,40,-0.377
d139_2,d139,c,22,-0.106
d139_3,d139,c,22,-0.106
d139_4,d139,c,22,-0.106
d139_5,d139,c,22,0.224
d139_6,d139,c,22,-0.106
d139_7,d139,h,3,0.154
d139_8,d139,h,3,0.154
d139_9,d139,h,3,0.154
d13_1,d13,c,22,-0.118
d13_10,d13,c,29,0.012
d13_11,d13,c,22,-0.118
d13_12,d13,c,29,0.012
d13_13,d13,c,28,0.012
d13_14,d13,c,22,-0.118
d13_15,d13,c,22,-0.118
d13_16,d13,c,22,-0.118
d13_17,d13,n,38,0.812
d13_18,d13,n,38,0.812
d13_19,d13,o,40,-0.388
d13_2,d13,c,22,-0.118
d13_20,d13,o,40,-0.388
d13_21,d13,o,40,-0.388
d13_22,d13,o,40,-0.388
d13_23,d13,h,3,0.142
d13_24,d13,h,3,0.142
d13_25,d13,h,3,0.142
d13_26,d13,h,3,0.142
d13_27,d13,h,3,0.142
d13_28,d13,h,3,0.142
d13_29,d13,h,3,0.142
d13_3,d13,c,27,0.012
d13_30,d13,h,3,0.142
d13_4,d13,c,27,-0.088
d13_5,d13,c,28,0.012
d13_6,d13,c,22,-0.118
d13_7,d13,c,22,-0.118
d13_8,d13,c,22,-0.118
d13_9,d13,c,22,-0.118
d140_1,d140,c,22,-0.118
d140_10,d140,c,22,-0.118
d140_11,d140,c,22,-0.118
d140_12,d140,c,22,-0.118
d140_13,d140,c,22,-0.118
d140_14,d140,h,3,0.142
d140_15,d140,h,3,0.142
d140_16,d140,h,3,0.142
d140_17,d140,n,38,0.811
d140_18,d140,n,38,0.811
d140_19,d140,o,40,-0.389
d140_2,d140,c,22,-0.118
d140_20,d140,o,40,-0.389
d140_21,d140,o,40,-0.388
d140_22,d140,o,40,-0.388
d140_3,d140,c,27,0.012
d140_4,d140,c,27,0.012
d140_5,d140,c,22,-0.118
d140_6,d140,c,22,-0.118
d140_7,d140,h,3,0.142
d140_8,d140,h,3,0.142
d140_9,d140,h,3,0.142
d141_1,d141,c,22,-0.074
d141_10,d141,n,38,0.857
d141_11,d141,c,93,-0.144
d141_12,d141,c,93,-0.144
d141_13,d141,o,40,-0.343
d141_14,d141,o,40,-0.343
d141_2,d141,c,22,-0.074
d141_3,d141,c,22,-0.074
d141_4,d141,c,22,-0.074
d141_5,d141,c,22,-0.074
d141_6,d141,c,22,-0.074
d141_7,d141,h,3,0.187
d141_8,d141,h,3,0.187
d141_9,d141,h,3,0.187
d142_1,d142,c,22,-0.094
d142_10,d142,c,22,0.216
d142_11,d142,c,22,0.215
d142_12,d142,o,50,-0.194
d142_13,d142,c,22,-0.094
d142_14,d142,c,22,-0.094
d142_15,d142,c,22,-0.094
d142_16,d142,c,22,-0.094
d142_17,d142,h,3,0.166
d142_18,d142,h,3,0.166
d142_19,d142,n,38,0.835
d142_2,d142,c,22,-0.094
d142_20,d142,o,40,-0.365
d142_21,d142,o,40,-0.365
d142_22,d142,c,93,-0.164
d142_23,d142,c,93,-0.164
d142_24,d142,c,93,-0.164
d142_3,d142,c,22,0.216
d142_4,d142,c,22,0.216
d142_5,d142,c,22,-0.094
d142_6,d142,c,22,-0.094
d142_7,d142,h,3,0.166
d142_8,d142,h,3,0.166
d142_9,d142,o,50,-0.194
d143_1,d143,c,22,-0.13
d143_10,d143,h,3,0.13
d143_11,d143,o,50,-0.23
d143_12,d143,c,22,0.18
d143_13,d143,c,22,-0.13
d143_14,d143,c,22,-0.13
d143_15,d143,c,22,-0.13
d143_16,d143,c,22,-0.13
d143_17,d143,c,22,-0.13
d143_18,d143,h,3,0.13
d143_19,d143,h,3,0.13
d143_2,d143,c,22,-0.13
d143_20,d143,h,3,0.13
d143_21,d143,h,3,0.13
d143_22,d143,h,3,0.13
d143_23,d143,n,38,0.8
d143_24,d143,o,40,-0.4
d143_25,d143,o,40,-0.4
d143_3,d143,c,22,-0.13
d143_4,d143,c,22,-0.13
d143_5,d143,c,22,0.18
d143_6,d143,c,22,-0.13
d143_7,d143,h,3,0.13
d143_8,d143,h,3,0.13
d143_9,d143,h,3,0.13
d144_1,d144,c,22,-0.074
d144_10,d144,n,38,0.857
d144_11,d144,c,93,-0.144
d144_12,d144,c,93,-0.144
d144_13,d144,o,40,-0.343
d144_14,d144,o,40,-0.343
d144_2,d144,c,22,-0.074
d144_3,d144,c,22,-0.074
d144_4,d144,c,22,-0.074
d144_5,d144,c,22,-0.074
d144_6,d144,c,22,-0.074
d144_7,d144,h,3,0.187
d144_8,d144,h,3,0.187
d144_9,d144,h,3,0.187
d145_1,d145,c,22,-0.128
d145_10,d145,h,3,0.132
d145_11,d145,c,29,0.002
d145_12,d145,c,22,-0.128
d145_13,d145,c,22,-0.128
d145_14,d145,c,22,-0.128
d145_15,d145,c,22,0.202
d145_16,d145,c,22,-0.128
d145_17,d145,h,3,0.132
d145_18,d145,h,3,0.132
d145_19,d145,h,3,0.132
d145_2,d145,c,22,-0.128
d145_20,d145,h,3,0.132
d145_21,d145,n,32,-0.779
d145_22,d145,n,38,0.801
d145_23,d145,o,40,-0.398
d145_24,d145,o,40,-0.398
d145_25,d145,h,1,0.332
d145_26,d145,h,1,0.332
d145_3,d145,c,22,-0.128
d145_4,d145,c,29,0.002
d145_5,d145,c,22,-0.128
d145_6,d145,c,22,-0.128
d145_7,d145,h,3,0.132
d145_8,d145,h,3,0.132
d145_9,d145,h,3,0.132
d146_1,d146,c,22,-0.128
d146_10,d146,h,3,0.132
d146_11,d146,c,29,0.002
d146_12,d146,c,22,-0.128
d146_13,d146,c,22,-0.128
d146_14,d146,c,22,0.202
d146_15,d146,c,22,-0.128
d146_16,d146,c,22,-0.128
d146_17,d146,h,3,0.132
d146_18,d146,h,3,0.132
d146_19,d146,h,3,0.132
d146_2,d146,c,22,-0.128
d146_20,d146,n,38,0.801
d146_21,d146,o,40,-0.398
d146_22,d146,o,40,-0.398
d146_23,d146,h,3,0.132
d146_24,d146,n,32,-0.779
d146_25,d146,h,1,0.332
d146_26,d146,h,1,0.332
d146_3,d146,c,22,-0.128
d146_4,d146,c,29,0.002
d146_5,d146,c,22,-0.128
d146_6,d146,c,22,-0.128
d146_7,d146,h,3,0.132
d146_8,d146,h,3,0.132
d146_9,d146,h,3,0.132
d147_1,d147,c,22,-0.068
d147_10,d147,c,10,0.152
d147_11,d147,n,38,0.861
d147_12,d147,o,40,-0.339
d147_13,d147,o,40,-0.339
d147_14,d147,h,3,0.191
d147_15,d147,h,3,0.191
d147_16,d147,h,3,0.191
d147_17,d147,h,3,0.112
d147_18,d147,h,3,0.112
d147_19,d147,h,3,0.112
d147_2,d147,c,22,-0.068
d147_3,d147,c,26,-0.038
d147_4,d147,c,26,-0.038
d147_5,d147,c,22,-0.068
d147_6,d147,c,22,-0.068
d147_7,d147,n,34,-0.479
d147_8,d147,c,21,0.062
d147_9,d147,n,34,-0.479
d148_1,d148,c,22,-0.11
d148_10,d148,c,26,-0.08
d148_11,d148,c,21,-0.08
d148_12,d148,c,21,-0.08
d148_13,d148,h,3,0.149
d148_14,d148,h,3,0.149
d148_15,d148,h,3,0.149
d148_16,d148,h,3,0.149
d148_17,d148,h,3,0.149
d148_18,d148,h,3,0.119
d148_19,d148,h,3,0.119
d148_2,d148,c,22,-0.11
d148_20,d148,n,38,0.819
d148_21,d148,o,40,-0.381
d148_22,d148,o,40,-0.381
d148_3,d148,c,27,0.02
d148_4,d148,c,27,-0.08
d148_5,d148,c,26,-0.08
d148_6,d148,c,22,-0.11
d148_7,d148,c,22,-0.11
d148_8,d148,c,22,-0.11
d148_9,d148,c,22,-0.11
d149_1,d149,c,22,-0.142
d149_10,d149,n,32,-0.412
d149_11,d149,c,22,0.188
d149_12,d149,c,22,0.188
d149_13,d149,n,32,-0.412
d149_14,d149,c,22,-0.142
d149_15,d149,c,22,-0.142
d149_16,d149,c,22,-0.142
d149_17,d149,c,22,-0.142
d149_18,d149,h,3,0.118
d149_19,d149,h,3,0.118
d149_2,d149,c,22,-0.142
d149_20,d149,h,3,0.118
d149_21,d149,h,1,0.288
d149_22,d149,h,1,0.288
d149_23,d149,n,38,0.787
d149_24,d149,n,38,0.787
d149_25,d149,o,40,-0.413
d149_26,d149,o,40,-0.413
d149_27,d149,o,40,-0.412
d149_28,d149,o,40,-0.412
d149_3,d149,c,22,0.188
d149_4,d149,c,22,0.188
d149_5,d149,c,22,-0.142
d149_6,d149,c,22,-0.142
d149_7,d149,h,3,0.118
d149_8,d149,h,3,0.118
d149_9,d149,h,3,0.118
d14_1,d14,c,22,-0.107
d14_10,d14,c,10,0.113
d14_11,d14,n,38,0.823
d14_12,d14,o,40,-0.377
d14_13,d14,o,40,-0.377
d14_14,d14,h,3,0.153
d14_15,d14,h,3,0.123
d14_16,d14,h,3,0.153
d14_17,d14,h,3,0.153
d14_18,d14,h,3,0.073
d14_19,d14,h,3,0.073
d14_2,d14,c,22,-0.107
d14_20,d14,h,3,0.073
d14_3,d14,c,26,0.323
d14_4,d14,c,26,0.123
d14_5,d14,c,22,-0.107
d14_6,d14,c,22,-0.107
d14_7,d14,c,21,-0.107
d14_8,d14,n,34,-0.377
d14_9,d14,n,34,-0.517
d150_1,d150,c,21,0.03
d150_10,d150,c,10,0.201
d150_11,d150,o,45,-0.619
d150_12,d150,c,10,0.121
d150_13,d150,h,3,0.131
d150_14,d150,h,3,0.08
d150_15,d150,h,3,0.08
d150_16,d150,h,3,0.07
d150_17,d150,h,3,0.07
d150_18,d150,h,8,0.431
d150_19,d150,h,3,0.08
d150_2,d150,c,21,0.03
d150_20,d150,h,3,0.08
d150_21,d150,h,3,0.08
d150_3,d150,n,34,-0.509
d150_4,d150,c,21,0.03
d150_5,d150,n,34,-0.509
d150_6,d150,n,38,0.831
d150_7,d150,o,40,-0.369
d150_8,d150,o,40,-0.369
d150_9,d150,c,10,0.03
d151_1,d151,c,22,-0.115
d151_10,d151,n,38,0.816
d151_11,d151,o,40,-0.384
d151_12,d151,o,40,-0.384
d151_13,d151,h,3,0.145
d151_14,d151,h,3,0.115
d151_15,d151,h,3,0.145
d151_16,d151,h,3,0.145
d151_17,d151,h,1,0.315
d151_2,d151,c,22,-0.115
d151_3,d151,c,26,0.315
d151_4,d151,c,26,0.115
d151_5,d151,c,22,-0.115
d151_6,d151,c,22,-0.115
d151_7,d151,n,34,-0.384
d151_8,d151,n,34,-0.384
d151_9,d151,c,21,-0.115
d152_1,d152,c,22,-0.118
d152_10,d152,c,22,-0.118
d152_11,d152,c,22,-0.118
d152_12,d152,c,29,0.012
d152_13,d152,h,3,0.142
d152_14,d152,h,3,0.142
d152_15,d152,c,28,0.012
d152_16,d152,c,28,0.012
d152_17,d152,c,22,-0.118
d152_18,d152,c,22,-0.118
d152_19,d152,c,22,-0.118
d152_2,d152,c,22,-0.118
d152_20,d152,c,22,-0.118
d152_21,d152,h,3,0.142
d152_22,d152,h,3,0.142
d152_23,d152,h,3,0.142
d152_24,d152,h,3,0.142
d152_25,d152,n,38,0.812
d152_26,d152,n,38,0.812
d152_27,d152,o,40,-0.388
d152_28,d152,o,40,-0.388
d152_29,d152,o,40,-0.388
d152_3,d152,c,27,0.012
d152_30,d152,o,40,-0.388
d152_4,d152,c,27,-0.088
d152_5,d152,c,28,0.012
d152_6,d152,c,22,-0.118
d152_7,d152,h,3,0.142
d152_8,d152,h,3,0.142
d152_9,d152,c,22,-0.118
d153_1,d153,c,22,-0.125
d153_10,d153,c,22,-0.125
d153_11,d153,c,22,-0.124
d153_12,d153,c,22,-0.125
d153_13,d153,c,22,0.005
d153_14,d153,h,3,0.136
d153_15,d153,h,3,0.136
d153_16,d153,c,10,-0.095
d153_17,d153,c,10,-0.095
d153_18,d153,h,3,0.055
d153_19,d153,h,3,0.055
d153_2,d153,c,22,-0.125
d153_20,d153,h,3,0.055
d153_21,d153,h,3,0.055
d153_22,d153,n,38,0.806
d153_23,d153,o,40,-0.394
d153_24,d153,o,40,-0.394
d153_3,d153,c,27,0.005
d153_4,d153,c,27,0.005
d153_5,d153,c,22,0.005
d153_6,d153,c,22,-0.124
d153_7,d153,h,3,0.136
d153_8,d153,h,3,0.136
d153_9,d153,h,3,0.136
d154_1,d154,c,22,-0.088
d154_10,d154,n,38,0.843
d154_11,d154,o,40,-0.357
d154_12,d154,o,40,-0.357
d154_13,d154,h,3,0.172
d154_14,d154,h,3,0.172
d154_15,d154,h,3,0.172
d154_16,d154,h,3,0.172
d154_17,d154,h,1,0.543
d154_2,d154,c,22,-0.088
d154_3,d154,c,26,0.002
d154_4,d154,c,26,-0.058
d154_5,d154,c,22,-0.088
d154_6,d154,c,22,-0.088
d154_7,d154,n,34,-0.497
d154_8,d154,c,21,0.042
d154_9,d154,n,34,-0.497
d155_1,d155,c,22,-0.126
d155_10,d155,o,50,-0.227
d155_11,d155,c,10,0.094
d155_12,d155,h,3,0.054
d155_13,d155,h,3,0.054
d155_14,d155,h,3,0.054
d155_15,d155,n,38,0.802
d155_16,d155,n,38,0.802
d155_17,d155,o,40,-0.397
d155_18,d155,o,40,-0.397
d155_19,d155,o,40,-0.396
d155_2,d155,c,22,-0.126
d155_20,d155,o,40,-0.396
d155_3,d155,c,22,-0.126
d155_4,d155,c,22,-0.126
d155_5,d155,c,22,0.184
d155_6,d155,c,22,-0.126
d155_7,d155,h,3,0.133
d155_8,d155,h,3,0.133
d155_9,d155,h,3,0.133
d156_1,d156,c,22,-0.133
d156_10,d156,n,32,-0.405
d156_11,d156,c,10,-0.003
d156_12,d156,c,10,-0.104
d156_13,d156,h,1,0.297
d156_14,d156,h,3,0.047
d156_15,d156,h,3,0.047
d156_16,d156,h,3,0.047
d156_17,d156,h,3,0.047
d156_18,d156,n,38,0.796
d156_19,d156,o,40,-0.405
d156_2,d156,c,22,-0.133
d156_20,d156,o,40,-0.404
d156_3,d156,c,22,0.197
d156_4,d156,c,22,-0.003
d156_5,d156,c,22,-0.133
d156_6,d156,c,22,-0.133
d156_7,d156,h,3,0.126
d156_8,d156,h,3,0.126
d156_9,d156,h,3,0.126
d157_1,d157,c,16,-0.191
d157_10,d157,c,27,-0.091
d157_11,d157,c,27,0.009
d157_12,d157,c,22,-0.121
d157_13,d157,c,22,-0.121
d157_14,d157,c,22,-0.121
d157_15,d157,c,22,-0.121
d157_16,d157,c,22,-0.121
d157_17,d157,h,3,0.139
d157_18,d157,h,3,0.139
d157_19,d157,h,3,0.139
d157_2,d157,c,10,0.109
d157_20,d157,h,3,0.139
d157_21,d157,h,3,0.139
d157_22,d157,h,3,0.139
d157_23,d157,h,3,0.059
d157_24,d157,h,3,0.059
d157_25,d157,h,3,0.109
d157_26,d157,h,3,0.109
d157_27,d157,n,38,0.808
d157_28,d157,o,40,-0.391
d157_29,d157,o,40,-0.391
d157_3,d157,c,22,-0.121
d157_4,d157,c,27,0.009
d157_5,d157,c,22,0.109
d157_6,d157,c,16,-0.191
d157_7,d157,c,22,-0.121
d157_8,d157,c,22,-0.121
d157_9,d157,c,27,0.009
d158_1,d158,c,22,-0.124
d158_10,d158,c,22,-0.124
d158_11,d158,c,22,-0.124
d158_12,d158,c,22,0.206
d158_13,d158,c,22,-0.124
d158_14,d158,c,22,-0.124
d158_15,d158,c,29,0.006
d158_16,d158,h,3,0.136
d158_17,d158,h,3,0.136
d158_18,d158,h,3,0.136
d158_19,d158,c,10,0.006
d158_2,d158,c,22,-0.124
d158_20,d158,h,3,0.056
d158_21,d158,h,3,0.056
d158_22,d158,n,38,0.805
d158_23,d158,o,40,-0.394
d158_24,d158,o,40,-0.394
d158_25,d158,n,32,-0.394
d158_26,d158,c,14,0.605
d158_27,d158,c,10,-0.144
d158_28,d158,h,1,0.256
d158_29,d158,o,40,-0.544
d158_3,d158,c,22,-0.124
d158_30,d158,h,3,0.056
d158_31,d158,h,3,0.056
d158_32,d158,h,3,0.056
d158_4,d158,c,29,0.006
d158_5,d158,c,22,-0.124
d158_6,d158,c,22,-0.124
d158_7,d158,h,3,0.136
d158_8,d158,h,3,0.136
d158_9,d158,h,3,0.136
d159_1,d159,c,16,-0.191
d159_10,d159,c,27,-0.091
d159_11,d159,c,27,0.009
d159_12,d159,c,22,-0.121
d159_13,d159,c,22,-0.121
d159_14,d159,c,22,-0.121
d159_15,d159,c,22,-0.121
d159_16,d159,c,22,-0.121
d159_17,d159,h,3,0.139
d159_18,d159,h,3,0.139
d159_19,d159,h,3,0.139
d159_2,d159,c,16,-0.191
d159_20,d159,h,3,0.139
d159_21,d159,h,3,0.139
d159_22,d159,h,3,0.139
d159_23,d159,h,3,0.059
d159_24,d159,h,3,0.059
d159_25,d159,h,3,0.109
d159_26,d159,h,3,0.109
d159_27,d159,n,38,0.808
d159_28,d159,o,40,-0.391
d159_29,d159,o,40,-0.391
d159_3,d159,c,22,0.109
d159_4,d159,c,27,0.009
d159_5,d159,c,22,-0.121
d159_6,d159,c,10,0.109
d159_7,d159,c,22,-0.121
d159_8,d159,c,22,-0.121
d159_9,d159,c,27,0.009
d15_1,d15,c,22,-0.118
d15_10,d15,c,27,-0.088
d15_11,d15,c,27,0.012
d15_12,d15,c,22,-0.118
d15_13,d15,c,22,-0.118
d15_14,d15,h,3,0.141
d15_15,d15,h,3,0.142
d15_16,d15,c,22,-0.118
d15_17,d15,c,22,-0.118
d15_18,d15,c,27,0.012
d15_19,d15,h,3,0.141
d15_2,d15,c,22,-0.118
d15_20,d15,h,3,0.142
d15_21,d15,c,22,-0.118
d15_22,d15,c,22,-0.118
d15_23,d15,c,22,-0.118
d15_24,d15,h,3,0.142
d15_25,d15,h,3,0.142
d15_26,d15,n,38,0.811
d15_27,d15,o,40,-0.389
d15_28,d15,o,40,-0.389
d15_3,d15,c,27,0.012
d15_4,d15,c,27,-0.088
d15_5,d15,c,27,0.012
d15_6,d15,c,22,-0.118
d15_7,d15,h,3,0.141
d15_8,d15,h,3,0.142
d15_9,d15,h,3,0.142
d160_1,d160,c,22,-0.104
d160_10,d160,h,1,0.355
d160_11,d160,h,1,0.356
d160_12,d160,b,94,-0.124
d160_13,d160,n,38,0.825
d160_14,d160,n,38,0.825
d160_15,d160,o,40,-0.375
d160_16,d160,o,40,-0.375
d160_17,d160,o,40,-0.375
d160_18,d160,o,40,-0.375
d160_2,d160,c,22,-0.104
d160_3,d160,c,22,-0.104
d160_4,d160,c,22,-0.104
d160_5,d160,c,22,0.226
d160_6,d160,c,22,-0.104
d160_7,d160,h,3,0.156
d160_8,d160,h,3,0.156
d160_9,d160,n,32,-0.755
d161_1,d161,c,22,-0.106
d161_10,d161,c,22,-0.106
d161_11,d161,c,27,0.024
d161_12,d161,c,195,-0.076
d161_13,d161,h,3,0.154
d161_14,d161,h,3,0.154
d161_15,d161,c,195,-0.076
d161_16,d161,c,27,-0.076
d161_17,d161,c,27,-0.076
d161_18,d161,c,22,-0.106
d161_19,d161,c,22,-0.106
d161_2,d161,c,22,-0.106
d161_20,d161,c,22,-0.106
